number	id	sentence	sentiment
2211	fa00cc2d4bc761205a1a1b7df	 That rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .	4
2212	055e929bfc46827786026f13c	 That rare movie that works on any number of levels -- as a film of magic and whimsy for children , a heartfelt romance for teenagers and a compelling argument about death , both pro and con , for adults .	4
2213	35dab9e68d359b38cb9704093	 It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen .	3
2214	11142d5e2737dd5a9a4969d13	 A sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .	3
2215	11efd2f002c0ee35aeeeb91a8	 The film does a solid job of slowly , steadily building up to the climactic burst of violence .	4
2216	51d3302603f781c80e4a8c778	 Fred Schepisi 's tale of four Englishmen facing the prospect of their own mortality views youthful affluence not as a lost ideal but a starting point .	3
2217	df7d7d59de249843dab341de5	 The directive to protect the code at all costs also begins to blur as the importance of the man and the code merge	2
2218	4e2208527c901e323364be77c	 Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .	4
2219	0ba9bd073585762393755168d	 Easily one of the best and most exciting movies of the year .	4
2220	25eedf6fd70eb0020ba157fff	 The script manages the rare trick of seeming at once both refreshingly different and reassuringly familiar .	3
2221	a16008f5da5bc5910cafa1128	 An engaging , formulaic sports drama that carries a charge of genuine excitement .	3
2222	973e62cdba439e55ff7e1d4f0	 Insomnia is one of the year 's best films and Pacino gives one of his most daring , and complicated , performances .	4
2223	1d0ca8fab7bb04bb00a3c1506	 Like Vardalos and Corbett , who play their roles with vibrant charm , the film , directed by Joel Zwick , is heartfelt and hilarious in ways you ca n't fake .	4
2224	2555519438f72b0d5ccfda5f2	 I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .	3
2225	29d40f85a10a6f6ce8daadb34	 Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .	3
2226	01e0a24ada7077860793b6331	 Each punch seen through prison bars , the fights become not so much a struggle of man vs. man as Brother-Man vs. The Man .	2
2227	55b6ed278104388e676be6ff8	 The evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear .	3
2228	9e8f162fd2cc31302da4c85ba	 Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable .	4
2229	b7a943f3e0f24b052a8d26f69	 Horns and Halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth .	3
2230	2127d8caa0729ddc6fa437309	 -LRB- Has -RRB- an immediacy and an intimacy that sucks you in and dares you not to believe it 's all true .	3
2231	05dcac7520d285b6c6492043d	 It treats Ana 's journey with honesty that is tragically rare in the depiction of young women in film .	3
2232	d7e31d2da49dd9a11ded8483b	 Captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .	3
2233	ad707dfa777efcd7bcd728792	 A refreshingly realistic , affectation-free coming-of-age tale .	4
2234	3f2661cee681d3d3786a87e42	 How good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .	3
2235	71d7e6b02b9b9c6a8939e2d28	 Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .	3
2236	b3fdf8ed6496147e563922f62	 Features one of the most affecting depictions of a love affair ever committed to film .	4
2237	878884ea5ec935db8a6d88871	 To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .	1
2238	6e74bb29fd9eef85296b3e6c3	 One of the best movies of the year .	4
2239	54aec31d62cf644cabec5fa67	 The usual movie rah-rah , pleasantly and predictably delivered in low-key style by director Michael Apted and writer Tom Stoppard .	3
2240	7274a36ad72d2bcec92b5654e	 A superlative B movie -- funny , sexy , and rousing .	3
2241	83ad127fbf7dd17cebedad1b7	 Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .	3
2242	2050117dc8bf313b1a4e7918d	 Like Mike is n't going to make box office money that makes Michael Jordan jealous , but it has some cute moments , funny scenes , and hits the target audience -LRB- young Bow Wow fans -RRB- - with nothing but net .	3
2243	7e6df849188c6686f5934acf2	 -LRB- Dong -RRB- makes a valiant effort to understand everyone 's point of view , and he does such a good job of it that Family Fundamentals gets you riled up .	4
2244	539e691a7660f5c04c22df1cd	 The trick when watching Godard is to catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them .	3
2245	21072dd6f38f3522e995fb7c4	 At its best , which occurs often , Michael Moore 's Bowling for Columbine rekindles the muckraking , soul-searching spirit of the ` Are we a sick society ? '	3
2246	bd71fc9fe0905ababccc5efea	 journalism of the 1960s .	2
2247	4d2d938ec2fc777a8a7efef0e	 A modestly surprising movie .	3
2248	bcf4f81f5c0a3d3fce3eac927	 A headline-fresh thriller set among orthodox Jews on the West Bank , Joseph Cedar 's Time Of Favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity .	3
2249	1c8847d52c7f06cb7e74bcdf4	 There 's a spontaneity to The Chateau , a sense of light-heartedness , that makes it attractive throughout .	3
2250	30e383cba1be98d0bfb98b3a3	 The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .	4
2251	86d6492b5b5288a406e879195	 Like any good romance , Son of the Bride , proves it 's never too late to learn .	3
2252	ed6802b053b1b2bcef71ffbcd	 -LRB- Kline 's -RRB- utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and as a flawed human being who ca n't quite live up to it .	4
2253	20d9749bd0066eb6aa78a87e3	 The film , while not exactly assured in its execution , is notable for its sheer audacity and openness .	3
2254	93129c7124f4de48a026fd709	 A thoroughly enjoyable , heartfelt coming-of-age comedy .	3
2255	1addc0a98dcf3cc84404819e3	 Feeling like a dope has rarely been more fun than it is in Nine Queens .	2
2256	b41fe6cd2b49dcc1dd085fc25	 Leigh makes these lives count .	3
2257	61c7a6658b8dc0035a7619332	 And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .	3
2258	75f7ee91804d1e5e568e4a410	 A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .	4
2259	a2b97d6d6bea18a81dc3a0cd4	 Promises is one film that 's truly deserving of its Oscar nomination .	4
2260	59329df31882be1e1775be294	 What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .	3
2261	5b730a4f5c80f0e9344e79f99	 If Reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show is n't subversive so much as it is nit-picky about the hypocrisies of our time .	2
2262	4864fcab1fd3c124b2e7112fe	 Beautiful , angry and sad , with a curious sick poetry , as if the Marquis de Sade had gone in for pastel landscapes .	3
2263	cd6dba656da7d76e3c50119bf	 Ms. Hutchins is talented enough and charismatic enough to make us care about Zelda 's ultimate fate .	4
2264	62263a52c7ea79aca5b013f8d	 Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .	4
2265	c4e0f435ba1db2a0bf4230a7d	 A mesmerizing cinematic poem from the first frame to the last .	4
2266	840861c185664adff0586ff40	 -LRB- It 's -RRB- a clever thriller with enough unexpected twists to keep our interest .	3
2267	399b112970785b23630a15340	 An undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation .	3
2268	9fc17bb406c8599744953358a	 Nicole Kidman evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while .	3
2269	5c6c9b896cb983a5cba0b98ff	 Vividly conveys the shadow side of the 30-year friendship between two English women .	2
2270	7f27878319915f09418813d68	 The story has some nice twists but the ending and some of the back-story is a little tired .	1
2271	33468a6202e7bb5811fa26da5	 The performances are all solid ; it merely lacks originality to make it a great movie .	2
2272	147bc6d6d1ea7e3ce35c5beb7	 Manages to please its intended audience -- children -- without placing their parents in a coma-like state .	3
2273	bf5cba749603abe1cd4c5228f	 When you think you 've figured out Bielinsky 's great game , that 's when you 're in the most trouble : He 's the con , and you 're just the mark .	2
2274	9f5c60ba9ca519a1d4d5be4e7	 A strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing Spider-Man .	4
2275	a042dae986106c02d7c299013	 Driven by a fantastic dual performance from Ian Holm ... the film is funny , insightfully human and a delightful lark for history buffs .	4
2276	d52c87c703c85d7f9abdbbdd1	 A well-put-together piece of urban satire .	3
2277	96ab2f5f89c4b92641e9cc3b3	 It 's the sweet Cinderella story that `` Pretty Woman '' wanted to be .	3
2278	35130614188e41c438ba91dc6	 It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .	3
2279	dbd596b126566fb2643f0d91e	 What does n't this film have that an impressionable kid could n't stand to hear ?	3
2280	cf2c32772316d5879c02e1f39	 What saves it ... and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist Alice .	3
2281	5baeadfef49ef1df6fa43d57e	 A deeply felt and vividly detailed story about newcomers in a strange new world .	3
2282	968941dc2954d897f87ce3dca	 It 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story	3
2283	4f1554c2ce2ebae45b3a5e7ed	 It 's a feel-good movie about which you can actually feel good .	4
2284	68efe939a1982513ed832a690	 A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .	3
2285	46da84528ad1e4e971488b2d7	 The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .	3
2286	26627f0e02916f04c4b4c7af2	 -LRB- Raimi 's -RRB- matured quite a bit with Spider-Man , even though it 's one of the most plain white toast comic book films you 'll ever see .	2
2287	bbbb9d922289aa97aefc16925	 A new film from Bill Plympton , the animation master , is always welcome .	4
2288	affa5a04ce987f25ad45ece76	 A devastating indictment of unbridled greed and materalism .	0
2289	e632247935830dccc10348cab	 What makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .	3
2290	4e90469a2d803c201b73d8dcf	 The film has a kind of hard , cold effect .	1
2291	423a147d674d0d3a411354e63	 The gags are often a stitch .	3
2292	2fd0c6fcd703ca4beb9bed631	 The asylum material is gripping , as are the scenes of Jia with his family .	4
2293	fda22a9b9d11db20bfbdd6f98	 A bonanza of wacky sight gags , outlandish color schemes , and corny visual puns that can be appreciated equally as an abstract Frank Tashlin comedy and as a playful recapitulation of the artist 's career .	2
2294	478a3c0ce8640c50a54e2b60e	 One ca n't deny its seriousness and quality .	3
2295	d0f011d415a03194d6c0d5d3b	 Good performances and a realistic , non-exploitive approach make Paid in Full worth seeing .	4
2296	780526245708728cdcc9bb6c3	 This engrossing , characteristically complex Tom Clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .	2
2297	cce5ee95d76ebcc0fb6806858	 Ryan Gosling is , in a word , brilliant as the conflicted Daniel .	4
2298	e243daa6362f99dcfeb22319b	 ... somehow manages to escape the shackles of its own clichés to be the best espionage picture to come out in weeks .	3
2299	3ecba5b671c442dfc70ba8ddd	 Much of The Lady and the Duke is about quiet , decisive moments between members of the cultural elite as they determine how to proceed as the world implodes .	3
2300	0a41e5c0449f55363ddf7af79	 Takes a simple premise and carries it to unexpected heights .	4
2301	5d9de80c625935f62ff81f35e	 With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .	4
2302	fce0b190a410167f0ca08195a	 Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .	3
2303	27d9f259447870537edcaf785	 Provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views .	3
2304	48b1de2d8c582119a99241af1	 Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .	3
2305	029d65f076385cffd8e5018ee	 Comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride .	3
2306	a4ced4c568f38efa26c342354	 A naturally funny film , Home Movie makes you crave Chris Smith 's next movie .	4
2307	2d1e45437bfd16523257b2cbd	 Pipe Dream does have its charms .	3
2308	3871c5d9ac15e669b8f5d42ae	 The leads are natural and lovely , the pace is serene , the humor wry and sprightly .	4
2309	09cc77875d0ec5928420d8109	 Those who want to be jolted out of their gourd should drop everything and run to Ichi .	3
2310	6aea478f0d04d5c66b35d7d06	 ... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .	3
2311	bc714293da1028c3534b8374f	 Sheds light on a subject few are familiar with , and makes you care about music you may not have heard before .	3
2312	bd73bf3ca98976aa8b9016cbb	 Despite the film 's bizarre developments , Hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity .	3
2313	f72f0ea30a1e0fe8a047056e4	 To get at the root psychology of this film would require many sessions on the couch of Dr. Freud .	1
2314	9559a6ecf495f020154ca202b	 Great over-the-top moviemaking if you 're in a slap-happy mood .	4
2315	5b5ff1d57d9b46bce8e25376e	 Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .	4
2316	eb317c562631888abdadca267	 The magic -LRB- and original running time -RRB- of ace Japanimator Hayao Miyazaki 's Spirited Away survives intact in BV 's re-voiced version .	3
2317	81140256b415d28ccb406e2dd	 From the dull , surreal ache of mortal awareness emerges a radiant character portrait .	3
2318	4b748db7b2fca049b7574bae6	 Captures the raw comic energy of one of our most flamboyant female comics .	4
2319	5ce60602ccae90005b349e8aa	 It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .	2
2320	b37750b9e871b97a6d08ee0d6	 The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .	3
2321	8819b9b4456f95f128fd3d773	 Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .	4
2322	a996218c81eaeeb0114efd156	 This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .	4
2323	f4190508398f3262efaad76b3	 Some remarkable achival film about how Shanghai -LRB- of all places -RRB- served Jews who escaped the Holocaust .	3
2324	02e87b5d982d1309c3a1e1af6	 In a movie full of surprises , the biggest is that Secret Ballot is a comedy , both gentle and biting .	3
2325	d09ab81f91b3c1edf50bc5779	 The urban landscapes are detailed down to the signs on the kiosks , and the color palette , with lots of somber blues and pinks , is dreamy and evocative .	4
2326	01a3f0c2413ed0b1e8d02e776	 A manically generous Christmas vaudeville .	3
2327	58c191d5a23c99c60d24c987b	 Tony Gayton 's script does n't give us anything we have n't seen before , but director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance increase the gravitational pull considerably .	2
2328	f0bfab67c0c10ffbd1ca9c760	 A psychic journey deep into the very fabric of Iranian ... life .	3
2329	7381f178e7349c4871537ce70	 It 's a smartly directed , grown-up film of ideas .	4
2330	c899c762a25bfa312a45dc627	 While puerile men dominate the story , the women shine .	2
2331	d46977f7d0fca6880e2fb3116	 Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .	3
2332	59cf5758acae41459db893042	 For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .	1
2333	56d6b05140790c2b153257923	 For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped .	1
2334	315325b181078cef6d3b318b8	 Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores .	3
2335	07f7937cd956505dd93f86145	 A French film with a more down-home flavor .	3
2336	b65f7ae2e925745d9baec3af3	 Depending upon your reaction to this movie , you may never again be able to look at a red felt Sharpie pen without disgust , a thrill , or the giggles .	2
2337	d74a7676ae5bfe89c8fd8149c	 While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals , it also has plenty for those -LRB- like me -RRB- who are n't .	3
2338	367b243a7c99f9936fc00c9ad	 There are times when you wish that the movie had worked a little harder to conceal its contrivances , but Brown Sugar turns out to be a sweet and enjoyable fantasy .	2
2339	0305e03d13b6ea72f1c970532	 Fontaine masterfully creates a portrait of two strong men in conflict , inextricably entwined through family history , each seeing himself in the other , neither liking what he sees .	3
2340	be1861c702ee7773f2702f05a	 As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .	3
2341	e384a5b6b6bd7f1cf3b5d92bb	 Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be .	3
2342	a349f56b44c60d884610374b7	 Dong shows how intolerance has the power to deform families , then tear them apart .	2
2343	6568bd78325c11b4fc3216248	 The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot .	3
2344	37fa84b73db534c4a538a4991	 The cast , collectively a successful example of the lovable-loser protagonist , shows deft comic timing .	3
2345	d32bfe289db146cc7498229d2	 It trusts the story it sets out to tell .	4
2346	4a2e6e47dc117e8edd075dec5	 I could n't recommend this film more .	3
2347	8494beb1b4a8a19fda81caeb0	 As a good old-fashioned adventure for kids , Spirit : Stallion of the Cimarron is a winner .	3
2348	aef2f9f26597ae21439139276	 An effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .	3
2349	63ab4a60c7ca73cddc595995c	 Succeeds as a well-made evocation of a subculture .	3
2350	af5103e9d2f8f2d68c4a88d5b	 ... an interesting slice of history .	3
2351	0b77c2132709399ceee7f6839	 Me no lika da accents so good , but I thoroughly enjoyed the love story .	3
2352	74faec858fdbcc66cd30c055f	 Scott Baio is turning in some delightful work on indie projects .	3
2353	83e78e0b948d0e13aa7ed02e8	 It 's an experience in understanding a unique culture that is presented with universal appeal .	3
2354	21bccbc21a96f6452ac92c75e	 What 's surprising is how well it holds up in an era in which computer-generated images are the norm .	3
2355	a5b07e990f0cbc876b97a2c30	 Brings together some of the biggest names in Japanese anime , with impressive results .	4
2356	0b2414bd802912b25e6d11c0a	 Wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of Star Wars	3
2357	f6999fa1bcf0a9123b6323769	 A flick about our infantilized culture that is n't entirely infantile .	3
2358	bed37b329e426f21cf4ed11f5	 An exceptionally acted , quietly affecting cop drama .	4
2359	8ba8d96ed327d94bdcbd81739	 Sensual , funny and , in the end , very touching .	4
2360	919ceac1952f1b79956ee8698	 Angel presents events partly from the perspective of Aurelie and Christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .	3
2361	aa74f8cf0eb966d3708612125	 Who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by Godfrey Reggio , with music by Philip Glass ?	3
2362	7cb639e7f482a13f8f573e611	 -LRB- A -RRB- smarter and much funnier version of the old Police Academy flicks .	3
2363	053d21642e442bc3c6c4211ff	 Proof once again that if the filmmakers just follow the books , they ca n't go wrong .	4
2364	1d49055ce07e5ebb10c1e3f41	 Better effects , better acting and a hilarious Kenneth Branagh .	4
2365	fef476c681136a9e6fa242f77	 An excellent sequel .	4
2366	2c8e0bde746c306167e8bd4f4	 Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement .	4
2367	c7d3e0a69794e0abf27e17d97	 Just how these families interact may surprise you .	2
2368	cf3f3dea567498afb4258baf9	 Proves that some movie formulas do n't need messing with -- like the big-bug movie .	2
2369	a97cabca415687fb69f75dd71	 A surprisingly funny movie .	4
2370	0ef6520e283f49d84f3182a21	 This new movie version of the Alexandre Dumas classic is the stuff of high romance , brought off with considerable wit .	3
2371	56fee47acb064fc49f1c89ade	 Like all of Egoyan 's work , Ararat is fiercely intelligent and uncommonly ambitious .	3
2372	de724c78158da77de55c5c572	 If a big musical number like ` Praise the Lord , He 's the God of Second Chances ' does n't put you off , this will be an enjoyable choice for younger kids .	3
2373	f13b87ad8bd31438da09ff5ad	 ... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .	4
2374	1999f06f0f79f39a228a63b41	 -LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh .	3
2375	453114d0ddc3a3276809d560a	 Although made on a shoestring and unevenly acted , conjures a Lynch-like vision of the rotting underbelly of Middle America .	1
2376	5e98ef0ec79d7c7e40a918453	 A piquant meditation on the things that prevent people from reaching happiness .	2
2377	3835c1b04fb85aa618fe33e98	 A timely look back at civil disobedience , anti-war movements and the power of strong voices .	3
2378	0d344cccb148ce9d6669293fa	 Rifkin 's references are ... impeccable throughout .	4
2379	ff09a3afbf96346bb8bb60fba	 I 'd be lying if I said my ribcage did n't ache by the end of Kung Pow .	3
2380	795708ac7b3b63135e9f3c988	 More than their unique residences , Home Movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .	4
2381	d8b5bb700873f106ba220e15b	 The movie is ingenious fun .	4
2382	21aee3798aa3d34a8ca396a66	 See it .	4
2383	45487f18fc45071f5024f28f0	 The combination of lightness and strictness in this instance gives Italian for Beginners an amiable aimlessness that keeps it from seeming predictably formulaic .	2
2384	c98e39ef43a13edc15d16a51e	 The script is smart and dark - hallelujah for small favors .	3
2385	947bdffcf5455ce085a698d72	 An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .	4
2386	c19106c226c427e8becf1cbe6	 Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .	3
2387	a47fad9f1acbb9cae1e148b31	 Spectacular in every sense of the word , even if you don ' t know an Orc from a Uruk-Hai .	4
2388	6258c9434e1da1ce6f4bce6a3	 This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .	3
2389	5e5313cc31326a62a86174ea3	 This is a finely written , superbly acted offbeat thriller .	4
2390	b552ee56c6bcffeda52af28b1	 Tres Greek writer and star Nia Vardalos has crafted here a worldly-wise and very funny script .	3
2391	6184bc7ea9dc37974b8a814c0	 A tasty appetizer that leaves you wanting more .	3
2392	96866f66ce19c5d6810949235	 It gives devastating testimony to both people 's capacity for evil and their heroic capacity for good .	3
2393	10b09988eb685fc35824d430f	 The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .	3
2394	90a5a18c02b45f64145f9a341	 The difference is that I truly enjoyed most of Mostly Martha while I ne	3
2395	e0d8b1fdc8ae13d6be810931c	 Morton deserves an Oscar nomination .	4
2396	6140636e35684887a89c94d65	 A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .	4
2397	fa30a7e8c0822f310f142ef93	 The screenplay never lets us forget that Bourne was once an amoral assassin just like the ones who are pursuing him ... There is never really a true `` us '' versus `` them '' .	3
2398	07f785ecb331bf54960ecf972	 The history is fascinating ; the action is dazzling .	4
2399	2f7679e97b6d20706881d82c1	 They just do n't work in concert .	1
2400	1250ba39fd007abd2f73d1f49	 For those in search of something different , Wendigo is a genuinely bone-chilling tale .	3
2401	0334c06590ba088a803e1b117	 A lovely film for the holiday season .	3
2402	8100ceb6c1a475202e3a60d18	 It remains to be seen whether Statham can move beyond the crime-land action genre , but then again , who says he has to ?	2
2403	50831564b255ffc11e2d15e3c	 A hypnotic cyber hymn and a cruel story of youth culture .	3
2404	426db133992135023f5a8af6e	 It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .	4
2405	ce49d20b60025117704bd46e6	 At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .	4
2406	0f7800df8e02bbcc1d082e09d	 The performances of the children , untrained in acting , have an honesty and dignity that breaks your heart .	3
2407	965a106de4ae3b132172546c7	 Despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .	3
2408	ba629dee73d0f5756193d517c	 This rush to profits has created a predictably efficient piece of business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen , which , in this day and age , is of course the point .	3
2409	4b90666f9bd48038bb3682035	 Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .	4
2410	b508e43d8eb635c1a44b02f6e	 A completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration .	3
2411	b0e1fc85ad41823236895ea42	 Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .	4
2412	e7749a21d8802dbbab99376e4	 The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .	4
2413	c2976520ae429f03278b57fba	 Not quite as miraculous as its DreamWorks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions .	3
2414	1ef9e0c5ac1f3101b8a3f6cfc	 A properly spooky film about the power of spirits to influence us whether we believe in them or not .	3
2415	11310b7fbed6dd36707902512	 The lightest , most breezy movie Steven Spielberg has made in more than a decade .	3
2416	0d6bcf7bb26c669628f23bf8d	 And the positive change in tone here seems to have recharged him .	3
2417	92c5770d9c1aa8266416d159a	 Like Edward Norton in American History X , Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .	4
2418	89d57e993932f9beb1c1f5c91	 This is a very funny , heartwarming film .	4
2419	20114bf0247fcbf921315bc0c	 It has fun with the quirks of family life , but it also treats the subject with fondness and respect .	4
2420	da518c112040d262b497e3344	 Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .	4
2421	d326c1f6cea836a3deb60aa92	 The leanest and meanest of Solondz 's misanthropic comedies .	3
2422	01b9ff2300767f35dad6cfeeb	 A dark , quirky road movie that constantly defies expectation .	4
2423	6d5ddc3a743112ddc8ca67339	 There are some movies that hit you from the first scene and you know it 's going to be a trip .	3
2424	ee1fde913624243514663c174	 Igby Goes Down is one of those movies .	2
2425	4d154cf67896517b6ef146a69	 Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .	3
2426	814a6789d4e67ec4507847d9d	 A burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at .	4
2427	9a2b21dd0ee67deec78eb5f67	 An energetic , violent movie with a momentum that never lets up .	3
2428	b8e908767fb190b2865f84fc0	 Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter .	3
2429	4723b3f2c0911c2dc8a85937b	 It turns out to be smarter and more diabolical than you could have guessed at the beginning .	4
2430	764c4340e52c33014b5d4f7cf	 Cage makes an unusual but pleasantly haunting debut behind the camera .	3
2431	663346a96d04887bf4956efcd	 Noyce has worked wonders with the material .	4
2432	b3bce86eea8a6605d07c6ddd9	 It 's mostly a pleasure to watch .	3
2433	f4e029466353b1f7050c9ba9b	 And the reason for that is a self-aware , often self-mocking , intelligence .	3
2434	29a65572f06d09a13d137a63f	 The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .	3
2435	185480c33937dc4d94ed84cb9	 A very well-meaning movie , and it will stand in future years as an eloquent memorial to the World Trade Center tragedy .	3
2436	4543d10eaf3f21c72f07c2a02	 There are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys .	3
2437	f26e80af172dc3a51ce6d32f7	 Vividly demonstrates that the director of such Hollywood blockbusters as Patriot Games can still turn out a small , personal film with an emotional wallop .	4
2438	7b7a3a829d3586d01defeb95f	 A four star performance from Kevin Kline who unfortunately works with a two star script .	3
2439	4e8da2c55865754724af5dee0	 Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .	3
2440	3f5adcb55729326aeb6eefdd2	 If you do n't flee , you might be seduced .	2
2441	a73e298c8b9b498f6195d3637	 If you do n't laugh , flee .	2
