	id	sentence	sentiment
230	8b6eb8ab5f7ae23e1457de7a2	 What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?	3
231	5b2328f5f2a200893f9ae7ce1	 This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .	2
232	3bfcadf33ed25529d01bc2050	 The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .	3
233	835946fdb371bea6fa4ca312b	 Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .	3
234	fce22cbd9c30fccee05abd720	 There are no special effects , and no Hollywood endings .	3
235	4feb4ddc5f2fef63d9107a73a	 Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .	3
236	681ecd849e9988418a901f397	 Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .	1
237	438f635b11efa60380b368eb9	 A brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .	2
238	2936e60ad12a463ecc044fc3e	 Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .	4
239	c258a489cbe5f8d5d1116da14	 Sparkles in its deft portrait of Tinseltown 's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .	2
240	1b47f39c09450235261e9f981	 In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .	3
241	f5f3717108e7c4ee72ca0cbf2	 ... a triumph of emotionally and narratively complex filmmaking .	4
242	8696bbff37e3346a784e8a5b4	 -LRB- Haynes ' -RRB- homage to such films as `` All That Heaven Allows '' and `` Imitation of Life '' transcends them .	2
243	938c38a72a189e68e1f8fe7d6	 Simply put , `` Far From Heaven '' is a masterpiece .	4
244	8514556a8ce5943ab469f83da	 An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .	3
245	0e5611e2d3bd5b12564eba365	 Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .	1
246	8aba8b2e7cafafbea261e002a	 Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .	2
247	87b3e32d6f2544c75fd4a3fc6	 A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .	3
248	38f81ce3f84767338ec260be5	 Top-notch action powers this romantic drama .	4
249	362c2647ee69590b1b71bcbe2	 Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .	3
250	f4205dd7c0ba6e4e29460f137	 It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '	3
251	582c9d57db9f36c466f93d267	 I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .	4
252	5c5a2f353d36d2f0de008bc5f	 Probably the best case for Christianity since Chesterton and Lewis .	3
253	6bcdf863303478f6bc2e3547e	 A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .	3
254	d404356b193224b716eaf593f	 Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .	3
255	f609d05c4a3c8a6f85ea3b3df	 Visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .	3
256	04011235f84e3a29dc6827c31	 A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .	3
257	04c3031c88ca304489f2856b1	 Schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .	3
258	c59ca63b0d9efbe45b106eeba	 A slick , engrossing melodrama .	4
259	8ab4425ba24448f5b16d6c8f2	 S1M0NE 's satire is not subtle , but it is effective .	3
260	eaafd541e946afc2fa96b54d5	 It 's a quirky , off-beat project .	3
261	7fb8fe63236872cc4da1b9e3b	 While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .	1
262	3a39faaba63dcbec5ac30bc9b	 Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .	3
263	f54c576222b98651092207969	 The solid filmmaking and convincing characters makes this a high water mark for this genre .	4
264	0a3f40b8f960347038445fb4a	 Films about loss , grief and recovery are pretty valuable these days .	3
265	87fbfc2676c624885507d4d3f	 Seen in that light , Moonlight Mile should strike a nerve in many .	3
266	de57d9fc714c65c542c22b3d0	 It 's endlessly inventive , consistently intelligent and sickeningly savage .	4
267	5a5d76ab25d351ac4830abd47	 It is definitely worth seeing .	4
268	5710e6d11831ed11259c73f25	 An impeccable study in perversity .	3
269	7e97ded412f1f27d5c995f629	 Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .	3
270	956e409de10b2577b8cbc75e1	 A movie that both thrills the eye and , in its over-the-top way , touches the heart .	4
271	e7496edb0fb38814675106756	 Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .	3
272	9baddb8b24767efc49316a342	 Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .	3
273	0be4c3c02dd4595b1119b7061	 A drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy .	2
274	2ee405f675df1622ead3529a3	 The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .	4
275	d0d3eb63b2b0b5ddeb83a9378	 The result is more depressing than liberating , but it 's never boring .	2
276	d00e802a169ce8851957238f5	 A story about intelligent high school students that deals with first love sweetly but also seriously .	3
277	612dc62241f1fe557cb262a82	 It is also beautifully acted .	4
278	3b6e4e5135468941715e17383	 It is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .	2
279	866d31adde4a54a486803fa46	 Same song , second verse , coulda been better , but it coulda been worse .	2
280	c29f5804494a9cbf868bb4bd4	 It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .	4
281	bbc2b22be7989487dea550be8	 Wilco fans will have a great time , and the movie should win the band a few new converts , too .	3
282	fbe20fc8a6909c27977354d89	 Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .	3
283	2b9e950becf68c3fe74554a66	 The date movie that Franz Kafka would have made .	2
284	626c6821ef3b2cec079b1db88	 The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .	3
285	229e21aec421c3ee201373067	 Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .	4
286	94391aef013cc7f0c7f9b762d	 I liked this film a lot ...	3
287	36642c8b1241668b69d19a86d	 ... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .	3
288	c8d618e47ecb494e7dae28d3b	 A solid and refined piece of moviemaking imbued with passion and attitude .	4
289	68e85838e7de303f56bb09f09	 Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .	3
290	b96bc979f62dfedf5b0db4ca6	 With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	4
291	e64eb72a6500dc7aa36a3aead	 On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .	3
292	8e80a1875b25e62ca69f7ab9e	 A weird , arresting little ride .	3
293	1e9fe640104864fe204320a0d	 A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories .	2
294	2bb0148a16ac067997b39803e	 A first-class road movie that proves you can run away from home , but your ego and all your problems go with you .	4
295	34bb278d888233e92fb98da20	 You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .	1
296	b31d68e73bf85fa5289c1bf7b	 Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .	4
297	fe720d93ffff7df22380a7485	 A backstage must-see for true fans of comedy .	4
298	6b4ba725d2fe3f5113e3790ab	 There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing .	3
299	c424a76203fbfa38c6ab1a12a	 The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective .	3
300	6f66757b1ef943032c461f0a9	 Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .	4
301	0fe2d6c36ded3a67c085769e0	 In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition	3
302	f8fd7b8414ae7234c0f76700c	 Below may not mark Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished .	3
303	02dbca7598ea4ddfd68b508af	 There 's no reason to miss Interview with the Assassin	4
304	a47b4d23d99d47b90b1d5960b	 Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	4
305	e8ab2ac260d8512e78a16fd69	 Its sheer dynamism is infectious .	3
306	bc7bcc671bb549df4a64251cd	 For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .	3
307	e3e1151b4603c066b2c4224bd	 it somehow managed to make its way past my crappola radar and find a small place in my heart	2
308	ea059eaeca7a211e6b98878b4	 Perhaps it 's cliche to call the film ` refreshing , ' but it is .	4
309	732cfd92c2a1339860338ce78	 ` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .	4
310	8d6610833d65e29a8ba4bfd92	 It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .	3
311	5d20bd5f1e0702164d31bac33	 The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .	2
312	24db3c95d7ad20088f805733c	 The movie is well done , but slow .	1
313	9ecdbe38f9898ddc1e3b63912	 -LRB- A -RRB- wonderfully loopy tale of love , longing , and voting .	4
314	e48f573450332d877da7fa12d	 The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .	3
315	2ff0230724bd3f1f7974a9edf	 The last scenes of the film are anguished , bitter and truthful .	3
316	cc2f1e9d6ee32c5ba50eb2aaa	 Mr. Koshashvili is a director to watch .	4
317	1f605c2949dfed56367b4290e	 Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .	3
318	490eef7433206b14690baa2c7	 Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	3
319	cab84e8a993b92f6047783322	 One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .	3
320	167e370bd151b6cabf7b7bc0b	 It challenges , this nervy oddity , like modern art should .	3
321	d92b02e5e58066b28eebbec1a	 Whenever you think you 've figured out Late Marriage , it throws you for a loop .	3
322	dc9af564c83ecb4234f303320	 The Pianist is Polanski 's best film .	4
323	16788446cb8f536dcfb742a37	 It is a testament of quiet endurance , of common concern , of reconciled survival .	2
324	810a7aac3caff88ce1ae0b5b5	 This Orange has some juice , but it 's far from fresh-squeezed .	1
325	54386010fd0886823e42ab81b	 A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .	3
326	6a24f4bb295b177c99a80516c	 High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .	2
327	316129544a03f9212d009a970	 Cusack 's just brilliant in this .	4
328	a5eeae540cea6f41918b04e4d	 Knows how to make our imagination wonder .	4
329	b50a4f457c9bfd55f3ad87acb	 Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .	3
330	6c03bc9d3c0c1beaf266372f6	 The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .	4
331	8f07e75dc22ed3e7a91eb5937	 Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .	3
332	31f20fb2d567d5c4e656860f1	 Malcolm McDowell is cool .	3
333	d30b617313c3e2520bfc6560d	 Paul Bettany is cool .	3
334	c7412c2f949abc5e77ff821a1	 Paul Bettany playing Malcolm McDowell ?	2
335	e2b0b7fe1c767c874a494327a	 Cool .	3
336	e74c5a22c5a7b407b7b5d8aad	 A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .	3
337	c8d16b16862ebc2dd044e12f6	 ... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance	2
338	c7ee1287ff9f196e1c1e763cc	 An inventive , absorbing movie that 's as hard to classify as it is hard to resist .	4
339	868d285ca2728de7a4d3cfd86	 It made me want to get made-up and go see this movie with my sisters .	3
340	184a037b6d99c416c442ed6e9	 I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .	4
341	90d96c639f094ab2a7c43e3ea	 -LRB- Caine -RRB- proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .	3
342	a91c7100a6293f3c72ab3936a	 Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .	3
343	00ba360553b12b20ef1182c33	 This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .	3
344	f9d0fcc0e1d77018e0ae9fa7e	 A captivating new film .	4
345	b78a16c9f16b151f7009d0a75	 Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .	4
346	de0807cfd6fc6953601ba59cc	 It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .	3
347	54d505d32842d444295cdc877	 Reveals how important our special talents can be when put in service of of others .	3
348	18f2d13a228ede5104fd04f51	 It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .	3
349	68e8cabb9048606143b4c2aea	 With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .	4
350	2fb006e5393ec75366ccc97fb	 A sharp , amusing study of the cult of celebrity .	3
351	c02a1dc95ea56dfb0760375b7	 The sentimental cliches mar an otherwise excellent film .	3
352	430305fbb6fe0a43547e0484e	 A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .	4
353	cf7cdaaa7746992e2be83300a	 A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .	4
354	d49a6eb688d84360c9fd30f12	 A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .	3
355	b003c9b9754f5dad384023bee	 Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .	1
356	4a6922fe1c7415fd029fe261e	 The charming result is Festival in Cannes .	3
357	077ce7b9a324e8694837fe837	 If you 're looking for something new and hoping for something entertaining , you 're in luck .	4
358	925421e3fbb9a24fd8aca9196	 A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .	4
359	9e2157cb4998ddc28cafa5c7a	 A rip-roaring comedy action fest that 'll put hairs on your chest .	3
360	6be1059a16c7001af509684a5	 If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .	3
361	9ba3430e899d6271a974d6771	 Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .	3
362	40c4f7bdc83e250a782bc8660	 There is a subversive element to this Disney cartoon , providing unexpected fizzability .	3
363	097bfd694dc21315a56661bfc	 An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .	3
364	0a13f5c5bbc51a67a6751802b	 An enjoyable , if occasionally flawed , experiment .	3
365	fed1e0e183825604ef83b6bb6	 Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .	4
366	993ca07adcaa4b65762bcf7a5	 If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .	3
367	dff51cdce1bb3477347cdffae	 Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .	4
368	56d9f197e47079f209a06f875	 Leigh is one of the rare directors who feels acting is the heart and soul of cinema .	4
369	33cc4ba16c7db00cb6c9a673b	 He allows his cast members to make creative contributions to the story and dialogue .	3
370	f08290718e02276e8266da4ab	 This method almost never fails him , and it works superbly here .	4
371	b2a062ced6aa1af97dda58e50	 Poetry in motion captured on film .	4
372	49798c76cb23596c689cb77a9	 While it can be a bit repetitive , overall it 's an entertaining and informative documentary .	3
373	4df5cefe8d07a3b0f940c3c2c	 Directing with a sure and measured hand , -LRB- Haneke -RRB- steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .	3
374	66134cd414f3ccab17232bfeb	 The entire movie establishes a wonderfully creepy mood .	4
375	2585a64d5005525e48d062370	 I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .	3
376	489238bf2b5f4585b36564647	 The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .	3
377	1aa71873e6578f58c68445729	 Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .	4
378	d096a0beb2fe426018eea6a1c	 Rabbit-Proof Fence will probably make you angry .	2
379	8ca4c3d6f0bb6049b019515a8	 But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .	3
380	c9884edb11d490d0ac69a1fb5	 Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .	4
381	c093d15d57695abd166156e5b	 This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .	3
382	d5f5db670694d15e6802a0546	 The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .	3
383	54b664f73261fc2132942545b	 The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .	4
384	b2b15a3da9097b7d1daebae7f	 Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .	4
385	05f5357890575274b5b7edb28	 Strange it is , but delightfully so .	3
386	124b81259c64389c84b9da76b	 Elegant , mannered and teasing .	3
387	83e5a3065cc7b9c330f6cc675	 An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .	2
388	cc9e30b692813345c2fe367fb	 The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .	4
389	b6baf3645f7834a3f8cae0b8d	 Decasia is what has happened already to so many silent movies , newsreels and the like .	2
390	8e206a6798959e72e2f48b551	 The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .	3
391	0f6c22da66760f3b1f010e2a3	 A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .	1
392	62076451cdc2d4b6e6a79b018	 With each of her three protagonists , Miller eloquently captures the moment when a woman 's life , out of a deep-seated , emotional need , is about to turn onto a different path .	4
393	9d33dee570db5ab92b1008cf1	 Ryan Gosling ... is at 22 a powerful young actor .	4
394	a34b5528ee2944f02b1751300	 A minor work yet there 's no denying the potency of Miller 's strange , fleeting brew of hopeful perseverance and hopeless closure .	2
395	0efc2e51c2fa62941ee51c4b2	 As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .	3
396	029057c9257de72f7bcb27fd5	 The film is a verbal duel between two gifted performers .	4
397	05af1f7f3c68e3011a73381ac	 Imperfect ?	1
398	eabd0112afad3c80cba256566	 Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .	3
399	1f30b4ea0dc0680f9f39297c1	 You 'll get the enjoyable basic minimum .	2
400	76605edc4611b5f52a151d170	 But not a whit more .	2
401	0c40eaba66a3f15d17956b6f9	 What a great way to spend 4 units of your day .	3
402	1208484d820b70af02315c02d	 The movie is hardly a masterpiece , but it does mark Ms. Bullock 's best work in some time .	3
403	35097771cdc1240154b4ff65e	 As simple and innocent a movie as you can imagine .	3
404	c925bcda359265429af457c53	 This is a movie you can trust .	4
405	66b9a7fe577dca1aff700bcdb	 Passionate , irrational , long-suffering but cruel as a tarantula , Helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	3
406	79c89d9014426ed926ff61e47	 `` It 's all about the image . ''	2
407	899189cc01f802562d4661565	 Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .	4
408	e5124149e408740436bd399e3	 Hollywood Ending is not show-stoppingly hilarious , but scathingly witty nonetheless .	3
409	70a09c150140d3cbbd6a14925	 Maybe Thomas Wolfe was right : You ca n't go home again .	2
410	c9f883b72a3a479f03b87e350	 A compelling yarn , but not quite a ripping one .	3
411	afebd8c8c43616cb84bcf554f	 On the Granger Movie Gauge of 1 to 10 , The Powerpuff Girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience .	3
412	527bbe34637402b91a1da2fdd	 The film has several strong performances .	3
413	8f4b578e53f6bbf859d5152a6	 I 've never bought from telemarketers , but I bought this movie .	3
414	33fe3957f371b57af8f35b0ad	 Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .	4
415	c5f8ed15f16baf2d6862bc514	 The funny thing is , I did n't mind all this contrived nonsense a bit .	2
416	a2e806de7dcfa60da646ac294	 -LRB- Shyamalan -RRB- turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count .	3
417	82b9ffc14a0c65d0a954dab73	 A sexy , peculiar and always entertaining costume drama set in Renaissance Spain , and the fact that it 's based on true events somehow makes it all the more compelling .	4
418	fbdec9c495d58683af815966f	 An entertaining documentary that freshly considers arguments the Bard 's immortal plays were written by somebody else .	3
419	21651f7264b85d4d651271e4b	 A highly spirited , imaginative kid 's movie that broaches neo-Augustinian theology : Is God stuck in Heaven because He 's afraid of His best-known creation ?	4
420	9a1c34b1995c887d72c2a953e	 Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .	4
421	35cf0235b3710effff9eaca33	 Raimi and his team could n't have done any better in bringing the story of Spider-Man to the big screen .	4
422	ab60b50e78a2d48f89bf14cdc	 The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .	3
423	426a6445d40225a062f7bf382	 Well-acted , well-directed and , for all its moodiness , not too pretentious .	4
424	c2492086fdc65468bd8fed5c5	 It 's a satisfying summer blockbuster and worth a look .	3
425	bca56208f2979a5fe0cd2887f	 Boomers and their kids will have a Barrie good time .	3
426	c66395d36c3722431c8ba7b9a	 Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .	3
427	65e26174344887b4bcffd71aa	 Ultimately , `` MIB II '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .	3
428	38fd2772fb6ea1f629641624d	 Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .	3
429	2448a40a9a3fd977f376260b6	 Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not	3
430	63e1bef3f491338481c291b01	 The real charm of this trifle is the deadpan comic face of its star , Jean Reno , who resembles Sly Stallone in a hot sake half-sleep .	2
431	9fc363831632cded7d4ec5f24	 What 's so fun about this silly , outrageous , ingenious thriller is the director 's talent .	4
432	71219827d28193adb9715654f	 Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .	1
433	593adddc95084f503951e51c4	 Strip it of all its excess debris , and you 'd have a 90-minute , four-star movie .	3
434	0dc557112f6796ef80d43ea54	 As it is , it 's too long and unfocused .	0
435	301ec535cda56d76da416cca1	 An immensely entertaining look at some of the unsung heroes of 20th century pop music .	4
436	4c3347a20377d70a8e0170641	 This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .	3
437	f34cb6dbcbc4fcb8bcb4599da	 This beautifully animated epic is never dull .	4
438	7428ce65f2bece9a59685ab0c	 Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .	4
439	5951bb93f55c73b693a0e3c02	 It makes compelling , provocative and prescient viewing .	4
440	e918d19e0afbeb8dee1fdd31c	 A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .	4
441	6658be5cf556e0298b346365b	 Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .	3
442	cabb2bc611f98467fdcc1c03e	 What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary .	2
443	2597356981492e1d57b361c51	 But it 's defiantly and delightfully against the grain .	3
444	80ee3f5870fc2264c177cca1b	 The hard-to-predict and absolutely essential chemistry between the down-to-earth Bullock and the nonchalant Grant proves to be sensational , and everything meshes in this elegant entertainment .	4
445	7e72365310dc0b57b2c05a291	 A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .	3
446	07351489fbc17334812f831c4	 Mr. Clooney , Mr. Kaufman and all their collaborators are entitled to take a deep bow for fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster .	3
447	63d7dc23077dd6a92a41edb73	 Definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with . '	3
448	c64006acab48d6b9b975739d4	 Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .	4
449	5997763b7776bcee540eeb35b	 A real winner -- smart , funny , subtle , and resonant .	4
450	941ee9b4b30736040883994f7	 Family portrait of need , neurosis and nervy negativity is a rare treat that shows the promise of digital filmmaking .	3
451	5f33c54ff6a2538f7a33b7e23	 The pitch must have read like a discarded House Beautiful spread .	2
452	5a54b02433292eb6e198c6833	 Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .	4
453	d4d6eaa1177202020793943b1	 Director David Jacobson gives Dahmer a consideration that the murderer never game his victims .	2
454	52996e51edf8764beb50b7373	 The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .	4
455	bc8ba76cf73dff508abb2d62f	 A decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .	0
456	a282221b7ada70fdb3a692486	 The performances are remarkable .	4
457	9c16de8ac662979f1ef3d7671	 It 's Burns ' visuals , characters and his punchy dialogue , not his plot , that carry waydowntown .	3
458	67513cbc9c58300d6671d273a	 As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .	3
459	c02d1d0a391df8779a63e3d02	 You 'll forget about it by Monday , though , and if they 're old enough to have developed some taste , so will your kids .	0
460	ce30901115b1fdf34ee21ea41	 While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie .	3
461	93b76381c7b55906ea5b2c2bb	 Strange , funny , twisted , brilliant and macabre .	4
462	cfb78de53afcdfdb63fe7b2de	 A genuinely moving and wisely unsentimental drama .	4
463	3f3dece51202caa1e00588bf3	 Heaven is a haunting dramatization of a couple 's moral ascension .	2
464	cb006b79ccc97e69ca6833f48	 The Mothman Prophecies is best when illustrating the demons bedevilling the modern masculine journey .	3
465	81fa9cf7a595094b6fb3891b6	 Plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .	3
466	816311b243228b262f0d80d2a	 An entertaining British hybrid of comedy , caper thrills and quirky romance .	4
